,Res_Txn_Same,Ship_Res_Same,Time,Country of Transaction_United Kingdom,Shipping Address_United Kingdom,Country of Residence_United Kingdom,Entry Mode_PIN,Amount,Entry Mode_CVC,Entry Mode_Tap,Merchant Group_Children
1383,1.0,1.0,0.8260869565217391,1,1,1,1,0.0175,0,0,0
31052,1.0,1.0,0.8695652173913043,1,1,1,0,0.0175,0,1,0
39268,1.0,1.0,0.8695652173913043,1,1,1,1,0.0625,0,0,0
96226,1.0,1.0,1.0,1,1,1,0,0.0125,1,0,0
19901,1.0,0.0,1.0,1,0,1,0,0.045,0,1,0
86840,1.0,1.0,0.7391304347826086,1,1,1,1,0.015,0,0,0
28811,1.0,1.0,0.5652173913043478,1,1,1,1,0.795,0,0,0
47978,1.0,1.0,0.7391304347826086,1,1,1,1,0.7625000000000001,0,0,0
72763,1.0,1.0,0.4782608695652174,1,1,1,1,0.66,0,0,0
67417,1.0,1.0,0.4782608695652174,0,0,0,1,0.045,0,0,1
26853,1.0,1.0,0.8695652173913043,1,1,1,0,0.1375,1,0,0
64851,1.0,1.0,0.8695652173913043,1,1,1,0,0.0575,0,1,0
36690,0.0,0.0,0.043478260869565216,0,0,1,1,0.0325,0,0,0
47906,1.0,1.0,0.8260869565217391,1,1,1,1,0.93,0,0,0
69141,1.0,1.0,0.3913043478260869,1,1,1,0,0.06,1,0,1
51224,1.0,0.0,0.9565217391304348,1,0,1,1,0.03,0,0,0
22991,0.0,0.0,1.0,0,0,1,1,0.105,0,0,0
66160,1.0,0.0,0.9565217391304348,1,0,1,1,0.315,0,0,0
7685,0.0,0.0,0.2608695652173913,0,0,1,0,0.07,1,0,0
26995,1.0,0.0,0.4782608695652174,1,0,1,1,0.0375,0,0,0
68195,0.0,0.0,0.6956521739130435,0,0,1,1,0.9075,0,0,0
85402,1.0,1.0,0.30434782608695654,1,1,1,1,0.79,0,0,0
88304,1.0,1.0,0.6956521739130435,1,1,1,1,0.3,0,0,1
99516,1.0,1.0,0.9130434782608695,1,1,1,1,0.545,0,0,0
59493,1.0,1.0,0.34782608695652173,1,1,1,0,0.0675,0,1,0
59928,1.0,1.0,0.5217391304347826,0,0,0,1,0.6725,0,0,0
26072,0.0,0.0,0.21739130434782608,0,0,1,0,0.0375,1,0,0
75195,1.0,1.0,0.7391304347826086,1,1,1,1,0.085,0,0,0
87167,1.0,1.0,0.9130434782608695,0,0,0,1,0.5025000000000001,0,0,0
37765,1.0,0.0,0.5217391304347826,1,0,1,1,0.685,0,0,1
33722,1.0,1.0,0.5217391304347826,0,0,0,1,0.035,0,0,0
90293,1.0,1.0,0.6956521739130435,1,1,1,1,0.5925,0,0,0
32124,1.0,1.0,0.6086956521739131,1,1,1,1,0.06,0,0,0
43854,0.0,0.0,0.2608695652173913,0,0,1,1,0.0375,0,0,0
78253,1.0,0.0,0.3913043478260869,1,0,1,1,0.7025,0,0,0
87009,1.0,1.0,0.3913043478260869,1,1,1,1,0.105,0,0,0
93177,1.0,1.0,1.0,1,1,1,0,0.035,1,0,0
29606,1.0,1.0,0.4782608695652174,1,1,1,0,0.0725,1,0,0
24181,1.0,1.0,1.0,1,1,1,0,0.025,0,1,0
17669,1.0,1.0,0.34782608695652173,0,0,0,0,0.045,0,1,0
48477,1.0,1.0,0.5217391304347826,1,1,1,1,0.07,0,0,0
78369,1.0,0.0,0.043478260869565216,1,0,1,0,0.02,1,0,0
53259,1.0,1.0,0.9130434782608695,1,1,1,1,0.24,0,0,0
71666,1.0,1.0,0.7391304347826086,1,1,1,1,0.07,0,0,0
54670,1.0,1.0,0.9130434782608695,1,1,1,1,0.0275,0,0,0
66801,1.0,1.0,0.3913043478260869,1,1,1,0,0.065,0,1,1
26220,0.0,0.0,0.30434782608695654,0,0,1,1,0.7525000000000001,0,0,0
50486,1.0,1.0,0.30434782608695654,0,0,0,0,0.11750000000000001,1,0,0
11289,1.0,1.0,0.6956521739130435,1,1,1,0,0.9125,1,0,0
46254,1.0,1.0,0.9130434782608695,1,1,1,1,0.6925,0,0,0
36384,1.0,0.0,0.34782608695652173,1,0,1,1,0.0425,0,0,0
18342,1.0,1.0,1.0,1,1,1,0,0.05,1,0,0
49397,1.0,0.0,0.5217391304347826,1,0,1,0,0.055,0,1,0
44314,1.0,1.0,0.6086956521739131,1,1,1,0,0.06,1,0,0
997,1.0,1.0,0.4782608695652174,1,1,1,0,0.02,1,0,1
82194,1.0,0.0,0.6521739130434783,1,0,1,0,0.0125,0,1,0
31934,1.0,1.0,0.3913043478260869,1,1,1,0,0.0525,1,0,1
94842,1.0,1.0,1.0,0,0,0,1,0.0475,0,0,0
87571,1.0,1.0,0.7391304347826086,1,1,1,0,0.07,1,0,0
59941,1.0,0.0,0.5217391304347826,1,0,1,1,0.0375,0,0,0
826,1.0,1.0,0.6521739130434783,0,0,0,1,0.93,0,0,0
13285,1.0,1.0,0.43478260869565216,0,0,0,1,0.04,0,0,0
4651,1.0,1.0,0.9130434782608695,1,1,1,0,0.8375,1,0,1
2661,1.0,1.0,0.7826086956521738,1,1,1,1,0.2425,0,0,0
86590,1.0,0.0,0.34782608695652173,1,0,1,0,0.515,1,0,0
57151,1.0,1.0,0.3913043478260869,1,1,1,0,0.5825,1,0,0
15798,1.0,1.0,0.8260869565217391,1,1,1,0,0.055,1,0,0
3313,1.0,1.0,0.7826086956521738,1,1,1,0,0.055,0,1,0
27328,1.0,1.0,0.34782608695652173,1,1,1,1,0.04,0,0,0
59067,1.0,1.0,0.8260869565217391,1,1,1,1,0.045,0,0,0
69826,1.0,1.0,0.5652173913043478,1,1,1,1,0.9975,0,0,0
54682,1.0,1.0,0.6956521739130435,1,1,1,0,0.0625,0,1,0
72113,1.0,1.0,1.0,0,0,0,1,0.065,0,0,1
28713,1.0,0.0,0.0,1,0,1,0,0.03,0,1,0
79945,1.0,1.0,0.7391304347826086,1,1,1,1,0.32,0,0,0
85193,0.0,0.0,0.043478260869565216,0,0,1,1,0.04,0,0,0
82645,1.0,1.0,0.3913043478260869,1,1,1,1,0.055,0,0,0
72435,1.0,1.0,0.8695652173913043,1,1,1,1,0.48,0,0,0
55708,0.0,0.0,0.13043478260869565,0,0,1,1,0.47500000000000003,0,0,0
28617,1.0,1.0,0.5652173913043478,1,1,1,1,0.8175,0,0,0
16622,0.0,0.0,0.9565217391304348,0,0,1,1,0.3275,0,0,0
61862,1.0,1.0,0.6521739130434783,0,0,0,1,0.8825000000000001,0,0,0
79266,1.0,0.0,0.9130434782608695,1,0,1,1,0.865,0,0,0
24140,1.0,1.0,0.3913043478260869,1,1,1,1,0.86,0,0,0
40546,1.0,1.0,0.30434782608695654,1,1,1,0,0.055,1,0,1
76240,1.0,1.0,0.4782608695652174,0,0,0,0,0.035,0,1,1
47571,1.0,1.0,0.6086956521739131,1,1,1,1,0.5,0,0,0
8345,1.0,0.0,0.6956521739130435,0,1,0,0,0.0725,1,0,0
87192,1.0,1.0,0.6086956521739131,1,1,1,1,0.9625,0,0,1
54003,1.0,1.0,0.8260869565217391,1,1,1,0,0.06,0,1,0
21259,1.0,1.0,0.9565217391304348,0,0,0,0,0.07,0,1,0
85516,1.0,1.0,0.43478260869565216,1,1,1,0,0.015,0,1,0
75724,1.0,1.0,0.5217391304347826,1,1,1,0,0.075,1,0,0
97219,1.0,1.0,0.7826086956521738,1,1,1,0,0.0425,1,0,0
38158,1.0,1.0,0.6086956521739131,0,0,0,0,0.0325,0,1,0
40329,1.0,1.0,0.5217391304347826,1,1,1,1,0.5875,0,0,0
32113,1.0,1.0,0.6521739130434783,1,1,1,0,0.075,0,1,0
2748,1.0,1.0,0.5217391304347826,1,1,1,0,0.35000000000000003,1,0,0
29412,1.0,1.0,0.6521739130434783,1,1,1,1,0.14,0,0,0
48470,1.0,1.0,0.8695652173913043,1,1,1,0,0.0625,1,0,0
620,1.0,1.0,0.4782608695652174,1,1,1,0,0.06,0,1,1
30771,1.0,0.0,0.6956521739130435,1,0,1,1,0.875,0,0,0
57543,1.0,1.0,0.6956521739130435,1,1,1,0,0.06,1,0,0
31533,1.0,1.0,1.0,1,1,1,1,0.47500000000000003,0,0,0
59192,1.0,1.0,0.6956521739130435,1,1,1,1,0.0575,0,0,0
12256,1.0,0.0,0.9130434782608695,0,1,0,0,0.3925,1,0,0
99854,1.0,1.0,0.30434782608695654,0,0,0,1,0.47500000000000003,0,0,0
47278,1.0,1.0,1.0,1,1,1,0,0.025,1,0,0
781,1.0,1.0,0.5217391304347826,1,1,1,1,0.06,0,0,0
66863,1.0,0.0,0.8260869565217391,1,0,1,0,0.075,1,0,0
80951,1.0,1.0,0.8695652173913043,1,1,1,1,0.5275,0,0,1
85103,1.0,1.0,0.8695652173913043,0,0,0,1,0.275,0,0,0
30744,1.0,1.0,0.6956521739130435,0,0,0,1,0.9075,0,0,0
65330,1.0,1.0,0.6086956521739131,0,0,0,0,0.0325,1,0,0
21215,0.0,0.0,0.6086956521739131,0,0,1,1,0.78,0,0,0
78791,1.0,1.0,0.9130434782608695,0,0,0,1,0.2925,0,0,0
31082,1.0,1.0,0.8260869565217391,1,1,1,0,0.0625,0,1,0
28511,1.0,1.0,0.6521739130434783,1,1,1,1,0.0575,0,0,1
81070,1.0,1.0,0.3913043478260869,1,1,1,1,0.02,0,0,0
72462,1.0,1.0,0.43478260869565216,1,1,1,0,0.015,1,0,0
50796,1.0,1.0,0.7826086956521738,1,1,1,0,0.11,1,0,0
17805,1.0,0.0,1.0,1,0,1,1,0.8200000000000001,0,0,0
12088,1.0,1.0,0.5217391304347826,0,0,0,1,0.98,0,0,0
697,1.0,1.0,0.5652173913043478,0,0,0,0,0.0325,0,1,0
92109,1.0,1.0,1.0,1,1,1,0,0.065,1,0,0
67488,1.0,1.0,0.8695652173913043,1,1,1,0,0.0575,1,0,0
10162,1.0,1.0,0.9565217391304348,1,1,1,0,0.0475,0,1,1
46795,1.0,1.0,0.6086956521739131,1,1,1,1,0.6950000000000001,0,0,0
63116,1.0,1.0,0.5217391304347826,1,1,1,1,0.6950000000000001,0,0,0
97864,0.0,0.0,0.9130434782608695,0,0,1,1,0.8425,0,0,0
19787,1.0,1.0,1.0,0,0,0,1,0.99,0,0,0
76164,1.0,0.0,0.4782608695652174,1,0,1,1,0.9775,0,0,0
34479,1.0,1.0,0.6086956521739131,1,1,1,0,0.645,1,0,0
32143,1.0,1.0,0.43478260869565216,1,1,1,1,0.3625,0,0,0
64666,1.0,1.0,0.7826086956521738,1,1,1,1,0.97,0,0,0
31334,1.0,1.0,0.9565217391304348,1,1,1,0,0.0725,1,0,1
66961,1.0,1.0,0.9130434782608695,1,1,1,1,0.6775,0,0,0
54605,1.0,1.0,0.7826086956521738,0,0,0,1,0.12,0,0,0
90839,1.0,1.0,0.34782608695652173,1,1,1,0,0.255,1,0,0
92124,1.0,1.0,0.43478260869565216,1,1,1,1,0.0325,0,0,0
92368,1.0,1.0,0.6086956521739131,1,1,1,0,0.89,1,0,0
82969,1.0,1.0,0.7826086956521738,0,0,0,1,0.0375,0,0,1
22234,1.0,1.0,0.8260869565217391,1,1,1,1,0.8025,0,0,0
45442,1.0,1.0,0.34782608695652173,1,1,1,1,0.485,0,0,0
98494,1.0,1.0,0.30434782608695654,0,0,0,1,0.2475,0,0,0
13556,0.0,0.0,0.17391304347826086,0,0,1,0,0.055,0,1,1
75614,1.0,0.0,0.34782608695652173,1,0,1,0,0.255,1,0,0
24110,1.0,0.0,0.7391304347826086,1,0,1,0,0.0125,0,1,0
29843,1.0,1.0,0.34782608695652173,0,0,0,0,0.035,1,0,0
44781,0.0,0.0,0.34782608695652173,0,0,1,1,0.715,0,0,0
33259,1.0,1.0,0.43478260869565216,1,1,1,1,0.53,0,0,0
14280,1.0,1.0,0.5217391304347826,1,1,1,1,0.0125,0,0,0
42954,0.0,0.0,0.7391304347826086,0,0,1,1,0.6625,0,0,1
3563,1.0,1.0,0.9565217391304348,1,1,1,1,0.6275000000000001,0,0,0
59062,1.0,1.0,0.4782608695652174,1,1,1,0,0.1225,1,0,1
64423,1.0,1.0,0.5217391304347826,1,1,1,1,0.055,0,0,0
92840,1.0,0.0,0.9565217391304348,1,0,1,1,0.0175,0,0,0
57003,1.0,1.0,0.4782608695652174,1,1,1,0,0.075,0,1,0
1175,0.0,0.0,0.8695652173913043,0,0,1,1,0.135,0,0,0
84018,1.0,1.0,0.34782608695652173,1,1,1,1,0.045,0,0,0
10235,0.0,0.0,0.0,0,0,1,0,0.0575,0,1,0
42670,1.0,0.0,0.5652173913043478,1,0,1,1,0.0725,0,0,0
62674,1.0,0.0,1.0,1,0,1,0,0.6175,1,0,0
49394,1.0,0.0,1.0,1,0,1,1,0.045,0,0,0
68006,1.0,0.0,0.30434782608695654,1,0,1,1,0.0125,0,0,0
63501,1.0,1.0,0.3913043478260869,0,0,0,1,0.6,0,0,0
21574,1.0,1.0,0.34782608695652173,0,0,0,0,0.035,1,0,0
7260,0.0,0.0,0.2608695652173913,0,0,1,0,0.9025,1,0,1
44181,1.0,1.0,0.6956521739130435,1,1,1,1,0.40750000000000003,0,0,0
79141,1.0,1.0,0.9565217391304348,1,1,1,0,0.7675000000000001,1,0,0
87849,1.0,1.0,0.34782608695652173,0,0,0,1,0.035,0,0,0
58806,1.0,1.0,0.5652173913043478,1,1,1,0,0.425,1,0,0
67053,1.0,1.0,0.5217391304347826,1,1,1,0,0.98,1,0,0
12266,1.0,1.0,0.43478260869565216,1,1,1,0,0.585,1,0,0
78920,1.0,1.0,0.3913043478260869,1,1,1,0,0.0375,1,0,0
79349,0.0,0.0,0.6086956521739131,0,0,1,0,0.04,0,1,0
27315,1.0,1.0,1.0,1,1,1,0,0.2475,1,0,0
85217,0.0,0.0,0.9565217391304348,0,0,1,0,0.0325,0,1,0
74669,1.0,1.0,0.30434782608695654,1,1,1,0,0.7425,1,0,0
95070,1.0,0.0,0.3913043478260869,0,1,0,0,0.0625,0,1,1
11012,1.0,1.0,0.7826086956521738,1,1,1,0,0.20500000000000002,1,0,0
66541,1.0,1.0,0.5217391304347826,0,0,0,0,0.9425,1,0,0
46302,1.0,1.0,0.6086956521739131,1,1,1,0,0.0525,0,1,0
67642,1.0,1.0,0.30434782608695654,1,1,1,1,0.015,0,0,1
86754,1.0,1.0,1.0,1,1,1,0,0.675,1,0,0
28739,1.0,1.0,0.7826086956521738,1,1,1,1,0.3525,0,0,0
60256,1.0,1.0,0.8695652173913043,1,1,1,1,0.0675,0,0,0
52614,1.0,1.0,0.9565217391304348,1,1,1,0,0.045,0,1,0
29079,1.0,1.0,0.6956521739130435,0,0,0,0,0.075,0,1,1
29417,1.0,1.0,0.8695652173913043,1,1,1,0,0.045,0,1,0
8132,1.0,0.0,0.4782608695652174,0,1,0,0,0.47500000000000003,1,0,1
45264,0.0,0.0,0.9130434782608695,0,0,1,1,0.3925,0,0,0
12950,1.0,1.0,0.7826086956521738,0,0,0,1,0.03,0,0,0
99729,1.0,1.0,0.7826086956521738,1,1,1,0,0.0625,1,0,0
72069,1.0,1.0,0.6086956521739131,1,1,1,0,0.0675,0,1,0
37438,1.0,1.0,0.5217391304347826,1,1,1,1,0.35000000000000003,0,0,0
81273,1.0,1.0,0.9565217391304348,0,0,0,1,0.105,0,0,0
6865,1.0,1.0,0.7391304347826086,1,1,1,1,0.015,0,0,0
47380,1.0,1.0,0.43478260869565216,1,1,1,1,0.0225,0,0,0
72636,1.0,0.0,0.8695652173913043,1,0,1,1,0.0375,0,0,0
90851,1.0,0.0,0.8695652173913043,1,0,1,1,0.535,0,0,0
24182,1.0,1.0,0.5652173913043478,1,1,1,1,0.0125,0,0,0
89745,1.0,1.0,0.9130434782608695,1,1,1,1,0.1875,0,0,0
16822,1.0,1.0,0.9130434782608695,1,1,1,0,0.065,1,0,0
23501,1.0,1.0,0.5652173913043478,0,0,0,1,0.035,0,0,0
30988,1.0,1.0,0.43478260869565216,1,1,1,0,0.0725,0,1,0
14745,0.0,0.0,0.34782608695652173,0,0,1,1,0.125,0,0,0
29411,1.0,1.0,0.6521739130434783,0,0,0,1,0.5975,0,0,0
9425,1.0,0.0,0.6086956521739131,1,0,1,1,0.0325,0,0,0
81732,0.0,0.0,0.0,0,0,1,0,0.0525,1,0,0
76628,1.0,1.0,0.8695652173913043,1,1,1,1,0.975,0,0,1
87528,1.0,0.0,0.6086956521739131,1,0,1,0,0.0175,0,1,0
32928,1.0,1.0,0.6956521739130435,1,1,1,1,0.3975,0,0,0
70546,1.0,1.0,0.6956521739130435,1,1,1,1,0.3025,0,0,0
5017,1.0,1.0,1.0,1,1,1,1,0.035,0,0,0
36753,1.0,0.0,0.9565217391304348,1,0,1,0,0.025,0,1,0
98125,1.0,1.0,0.5652173913043478,0,0,0,1,0.05,0,0,0
35652,1.0,1.0,0.43478260869565216,1,1,1,1,0.47500000000000003,0,0,0
97480,1.0,1.0,0.4782608695652174,1,1,1,1,0.41000000000000003,0,0,0
86576,0.0,0.0,0.08695652173913043,0,0,1,0,0.02,0,1,0
7797,1.0,1.0,0.6086956521739131,1,1,1,1,0.015,0,0,0
77064,1.0,1.0,0.7391304347826086,1,1,1,0,0.9475,1,0,0
57708,1.0,1.0,0.34782608695652173,1,1,1,0,0.0325,1,0,1
71527,1.0,1.0,0.6956521739130435,0,0,0,0,0.02,1,0,0
59870,1.0,1.0,0.5652173913043478,1,1,1,1,0.055,0,0,0
74527,1.0,1.0,0.6086956521739131,1,1,1,0,0.0125,1,0,0
39833,1.0,1.0,0.30434782608695654,0,0,0,0,0.5675,1,0,0
48357,1.0,1.0,0.3913043478260869,1,1,1,1,0.4975,0,0,0
52610,1.0,1.0,0.8695652173913043,1,1,1,0,0.025,1,0,0
92064,0.0,0.0,0.6086956521739131,0,0,1,1,0.5775,0,0,0
5482,1.0,1.0,0.34782608695652173,1,1,1,0,0.0475,1,0,0
20835,1.0,0.0,0.3913043478260869,1,0,1,0,0.8375,1,0,0
92691,1.0,1.0,1.0,0,0,0,1,0.0375,0,0,0
5125,1.0,1.0,0.6086956521739131,1,1,1,1,0.075,0,0,1
46368,1.0,1.0,0.30434782608695654,1,1,1,1,0.065,0,0,0
7428,1.0,1.0,0.8695652173913043,1,1,1,1,0.1675,0,0,0
998,1.0,1.0,0.30434782608695654,0,0,0,1,0.87,0,0,0
10458,1.0,1.0,0.5217391304347826,0,0,0,0,0.05,1,0,1
78393,1.0,1.0,1.0,0,0,0,0,0.8200000000000001,1,0,0
621,1.0,1.0,0.30434782608695654,1,1,1,0,0.7825,1,0,0
47597,1.0,0.0,0.5652173913043478,1,0,1,0,0.0625,1,0,0
64596,1.0,1.0,0.30434782608695654,0,0,0,0,0.5625,1,0,0
2435,0.0,0.0,0.6521739130434783,0,0,1,1,0.07,0,0,0
74983,1.0,1.0,1.0,1,1,1,1,0.06,0,0,0
87433,1.0,1.0,0.8695652173913043,1,1,1,0,0.7875,1,0,0
16362,0.0,0.0,0.7826086956521738,0,0,1,0,0.02,0,1,0
66647,1.0,1.0,0.30434782608695654,1,1,1,1,0.11,0,0,0
86107,1.0,0.0,0.43478260869565216,1,0,1,1,0.86,0,0,0
184,1.0,1.0,0.8260869565217391,1,1,1,1,0.0725,0,0,0
1687,1.0,1.0,0.7826086956521738,1,1,1,1,0.3675,0,0,0
51452,1.0,1.0,1.0,0,0,0,1,0.2725,0,0,0
41745,1.0,1.0,0.8260869565217391,0,0,0,1,0.0125,0,0,0
1811,1.0,1.0,0.6956521739130435,1,1,1,0,0.9625,1,0,0
16995,1.0,1.0,0.7391304347826086,1,1,1,1,0.17,0,0,0
5908,1.0,1.0,0.6956521739130435,0,0,0,0,0.8625,1,0,0
47826,1.0,1.0,0.8260869565217391,1,1,1,0,0.9025,1,0,0
12753,1.0,1.0,0.5217391304347826,1,1,1,0,0.05,0,1,0
72618,1.0,1.0,0.4782608695652174,1,1,1,1,0.0525,0,0,0
35306,1.0,1.0,0.7391304347826086,1,1,1,0,0.935,1,0,0
39555,1.0,1.0,0.34782608695652173,1,1,1,0,0.635,1,0,0
12005,1.0,1.0,0.5217391304347826,0,0,0,0,0.0425,1,0,0
97609,1.0,1.0,0.5217391304347826,1,1,1,0,0.07,0,1,0
21306,1.0,1.0,0.5652173913043478,1,1,1,0,0.0275,0,1,0
54502,1.0,1.0,0.5217391304347826,1,1,1,0,0.045,1,0,0
77153,1.0,1.0,0.9130434782608695,1,1,1,0,0.0325,1,0,0
49847,1.0,1.0,0.6086956521739131,1,1,1,0,0.0725,0,1,0
35354,1.0,1.0,0.6086956521739131,1,1,1,1,0.53,0,0,0
82965,1.0,1.0,0.3913043478260869,1,1,1,0,0.0725,1,0,1
35675,1.0,1.0,0.8695652173913043,1,1,1,1,0.015,0,0,0
4375,1.0,1.0,0.6956521739130435,1,1,1,0,0.11,1,0,0
46460,1.0,1.0,0.7391304347826086,1,1,1,1,0.4275,0,0,0
72527,1.0,1.0,0.3913043478260869,1,1,1,0,0.05,0,1,0
45509,1.0,1.0,0.6086956521739131,0,0,0,1,0.0975,0,0,1
3028,1.0,1.0,0.3913043478260869,1,1,1,1,0.05,0,0,0
64517,1.0,0.0,0.8695652173913043,1,0,1,1,0.0475,0,0,0
17213,0.0,0.0,0.5217391304347826,0,0,1,0,0.035,1,0,0
33142,1.0,1.0,0.8260869565217391,1,1,1,0,0.03,0,1,0
10312,1.0,1.0,0.7391304347826086,1,1,1,1,0.5700000000000001,0,0,0
58426,1.0,1.0,0.8695652173913043,1,1,1,0,0.515,1,0,0
30901,0.0,0.0,0.34782608695652173,0,0,1,1,0.0575,0,0,0
26650,1.0,1.0,1.0,1,1,1,0,0.0475,0,1,0
4035,1.0,0.0,0.2608695652173913,1,0,1,1,0.0125,0,0,0
41589,0.0,0.0,0.2608695652173913,0,0,1,0,0.1825,1,0,0
23708,1.0,0.0,0.8695652173913043,1,0,1,1,0.4475,0,0,0
27988,1.0,0.0,1.0,1,0,1,0,0.06,1,0,1
65871,1.0,1.0,0.43478260869565216,1,1,1,0,0.0525,0,1,0
18199,1.0,1.0,0.7826086956521738,1,1,1,1,0.9575,0,0,0
92795,1.0,1.0,0.3913043478260869,1,1,1,1,0.4525,0,0,0
64988,1.0,1.0,0.5652173913043478,0,0,0,0,0.04,1,0,0
67735,1.0,1.0,0.8260869565217391,1,1,1,0,0.675,1,0,0
33163,0.0,0.0,1.0,0,0,1,0,0.455,1,0,0
12581,0.0,0.0,0.7826086956521738,0,0,1,0,0.47000000000000003,1,0,0
49048,1.0,1.0,0.4782608695652174,1,1,1,0,0.0775,1,0,0
97268,1.0,1.0,0.7826086956521738,1,1,1,1,0.62,0,0,0
36718,1.0,1.0,0.5217391304347826,1,1,1,1,0.765,0,0,0
91250,1.0,1.0,0.9130434782608695,1,1,1,1,0.0575,0,0,0
66620,1.0,1.0,0.9565217391304348,0,0,0,1,0.0275,0,0,0
21553,1.0,1.0,0.30434782608695654,1,1,1,1,0.0625,0,0,0
28735,1.0,0.0,0.8695652173913043,1,0,1,0,0.0625,1,0,0
33616,1.0,1.0,0.7391304347826086,0,0,0,1,0.25,0,0,0
61331,1.0,1.0,0.8695652173913043,1,1,1,0,0.0675,0,1,0
88131,1.0,0.0,0.3913043478260869,1,0,1,1,0.6325000000000001,0,0,0
51905,1.0,1.0,0.6086956521739131,1,1,1,0,0.035,0,1,0
37389,1.0,1.0,0.6956521739130435,1,1,1,0,0.5075000000000001,1,0,0
76678,1.0,1.0,0.5652173913043478,1,1,1,1,0.5650000000000001,0,0,0
84244,0.0,0.0,0.6956521739130435,0,0,1,1,0.195,0,0,0
7108,0.0,0.0,0.30434782608695654,0,0,1,1,0.3525,0,0,0
18936,1.0,1.0,1.0,1,1,1,0,0.0525,0,1,0
54925,1.0,1.0,0.6086956521739131,1,1,1,1,0.65,0,0,0
42865,1.0,1.0,0.5652173913043478,0,0,0,0,0.0425,1,0,0
40595,1.0,1.0,0.6086956521739131,1,1,1,0,0.11750000000000001,1,0,0
15145,1.0,0.0,0.08695652173913043,1,0,1,0,0.0225,0,1,1
76084,1.0,1.0,1.0,1,1,1,1,0.0675,0,0,0
16046,0.0,0.0,0.0,0,0,1,1,0.77,0,0,0
38442,1.0,1.0,0.6086956521739131,0,0,0,0,0.0125,1,0,0
85958,1.0,1.0,0.6086956521739131,1,1,1,0,0.045,0,1,0
74952,1.0,1.0,0.43478260869565216,1,1,1,0,0.68,1,0,0
45485,1.0,1.0,0.5217391304347826,1,1,1,1,0.0275,0,0,0
36740,1.0,1.0,0.9130434782608695,1,1,1,1,0.6,0,0,1
7122,1.0,0.0,0.6521739130434783,1,0,1,0,0.0675,0,1,1
69644,0.0,0.0,0.6521739130434783,0,0,1,0,0.0575,0,1,0
72322,1.0,1.0,0.3913043478260869,0,0,0,0,0.0425,1,0,1
70263,1.0,1.0,0.9130434782608695,1,1,1,1,0.9275,0,0,0
39158,1.0,1.0,0.30434782608695654,1,1,1,1,0.04,0,0,0
10189,1.0,1.0,0.5217391304347826,1,1,1,1,0.9125,0,0,1
70150,1.0,1.0,1.0,1,1,1,1,0.445,0,0,0
53364,1.0,1.0,0.7391304347826086,1,1,1,1,0.0775,0,0,1
35326,1.0,1.0,0.7391304347826086,0,0,0,0,0.03,1,0,0
99767,1.0,1.0,0.30434782608695654,1,1,1,1,0.52,0,0,0
23168,1.0,1.0,0.5217391304347826,1,1,1,0,0.0575,1,0,0
72239,1.0,1.0,0.43478260869565216,1,1,1,1,0.4325,0,0,0
65996,1.0,0.0,0.8260869565217391,1,0,1,1,0.23750000000000002,0,0,0
83461,1.0,1.0,0.30434782608695654,0,0,0,1,0.43,0,0,0
12158,0.0,0.0,0.08695652173913043,0,0,1,0,0.035,0,1,0
33412,1.0,1.0,0.5652173913043478,1,1,1,1,0.8425,0,0,0
60070,1.0,1.0,0.6086956521739131,1,1,1,0,0.1475,1,0,0
64790,1.0,1.0,0.43478260869565216,0,0,0,0,0.04,0,1,1
43625,1.0,1.0,0.4782608695652174,1,1,1,0,0.0225,0,1,0
35072,1.0,0.0,0.9130434782608695,1,0,1,0,0.06,1,0,0
75046,1.0,1.0,0.3913043478260869,1,1,1,0,0.105,1,0,0
44013,1.0,1.0,1.0,0,0,0,0,0.9425,1,0,0
71535,1.0,1.0,0.7391304347826086,1,1,1,0,0.9325,1,0,0
94761,1.0,1.0,0.3913043478260869,1,1,1,1,0.0925,0,0,1
76473,1.0,0.0,0.9565217391304348,1,0,1,1,0.7725,0,0,0
92354,1.0,1.0,0.9130434782608695,1,1,1,0,0.8125,1,0,0
15396,1.0,1.0,0.5652173913043478,0,0,0,0,0.1075,1,0,0
73733,1.0,1.0,0.7826086956521738,1,1,1,1,0.0525,0,0,0
38430,1.0,1.0,0.5217391304347826,1,1,1,1,0.04,0,0,0
52087,1.0,1.0,0.6521739130434783,1,1,1,0,0.5675,1,0,0
11796,1.0,1.0,0.7391304347826086,1,1,1,0,0.0525,1,0,0
83747,1.0,1.0,0.8260869565217391,0,0,0,0,0.795,1,0,0
45671,1.0,1.0,0.5217391304347826,0,0,0,1,0.5575,0,0,0
56323,1.0,1.0,0.7391304347826086,0,0,0,0,0.58,1,0,0
71189,1.0,1.0,0.6521739130434783,1,1,1,0,0.0425,1,0,0
47043,1.0,1.0,0.5652173913043478,1,1,1,0,0.0625,0,1,0
66553,1.0,0.0,0.6521739130434783,0,1,0,1,0.3725,0,0,0
14044,1.0,1.0,0.5217391304347826,0,0,0,1,0.32,0,0,0
95125,1.0,1.0,0.7826086956521738,1,1,1,1,0.31,0,0,0
60900,1.0,1.0,0.5217391304347826,1,1,1,1,0.5700000000000001,0,0,0
98703,1.0,1.0,0.8260869565217391,1,1,1,0,0.3775,1,0,0
22809,1.0,1.0,0.7391304347826086,1,1,1,0,0.03,0,1,0
